Year,State,District,Rice_Area_1000ha,Rice_Prod_1000t,Rice_Yield,Wheat_Area_1000ha,Wheat_Prod_1000t,Wheat_Yield,Sorghum_Prod_1000t,Sorghum_Kharif_Prod_1000t,Sorghum_Rabi_Prod_1000t,PearlMillet_Prod_1000t,FingerMillet_Prod_1000t,Maize_Area_1000ha,Maize_Prod_1000t,Maize_Yield,Groundnut_Prod_1000t,Sesamum_Prod_1000t,RapeseedMustard_Prod_1000t,Safflower_Prod_1000t,Castor_Prod_1000t,Linseed_Prod_1000t,Sunflower_Prod_1000t,Soybean_Prod_1000t,Soybean_Yield,Oilseed_Prod_1000t,Oilseed_Yield,Sugarcane_Prod_1000t,Cotton_Prod_1000t
2007,Telangana,Karimnagar,281.88,985.5,3496.17,0.11,0.11,1000.0,0.11,0.0,0.11,0.23,0.0,155.62,900.71,5787.88,23.57,1.11,0.0,0.0,0.91,0.0,1.74,0.22,2000.0,27.55,1317.55,18.82,76.8
2008,Telangana,Karimnagar,335.96,1176.0,3500.42,0.01,0.02,2000.0,0.0,0.0,0.0,0.0,0.0,136.33,629.66,4618.65,30.24,1.02,0.0,0.0,0.18,0.0,3.27,0.08,1333.33,34.8,1651.64,13.83,72.41
2009,Telangana,Karimnagar,162.33,513.39,3162.63,0.0,0.0,0.0,0.81,0.0,0.81,0.34,0.0,100.58,344.95,3429.61,21.35,2.15,0.0,0.0,0.06,0.0,1.54,1.49,823.2,26.59,1226.48,12.37,78.42
2010,Telangana,Karimnagar,381.52,1351.86,3543.35,0.01,0.01,1000.0,0.33,0.02,0.31,1.96,0.0,91.16,435.86,4781.26,15.64,2.73,0.0,0.0,0.05,0.0,0.31,2.49,1705.48,21.28,1127.12,11.69,85.45
2011,Telangana,Karimnagar,343.38,1120.05,3261.84,0.02,0.02,1000.0,0.05,0.0,0.05,0.38,0.0,97.3,365.54,3756.83,12.75,2.17,0.12,0.0,0.07,0.0,0.52,4.38,1616.24,20.01,1186.83,15.69,49.87
2012,Telangana,Karimnagar,289.43,1026.88,3547.94,0.01,0.01,1000.0,0.13,0.0,0.13,1.16,0.0,108.71,568.68,5231.17,14.1,4.0,0.02,0.0,0.13,0.0,0.58,14.28,1816.79,33.12,1297.81,16.08,84.96
2013,Telangana,Karimnagar,417.91,1500.84,3591.3,0.0,0.0,0.0,0.15,0.0,0.15,1.85,0.0,114.34,624.61,5462.74,16.62,3.05,0.43,0.0,0.01,0.0,0.29,19.79,1610.25,40.19,1328.59,16.5,120.46
2014,Telangana,Karimnagar,278.43,990.96,3559.1,0.0,0.0,0.0,1.94,0.0,1.94,1.41,0.0,108.09,542.31,5017.21,14.39,3.67,2.27,0.0,0.04,0.0,0.81,17.87,1081.06,39.04,1200.86,16.57,105.42
2015,Telangana,Karimnagar,170.4,553.96,3250.94,0.0,0.0,0.0,0.1,0.0,0.1,0.97,0.0,84.95,376.32,4429.9,8.45,1.0,1.24,0.0,0.04,0.0,0.71,11.92,1277.98,23.36,1175.64,5.88,98.69
2016,Telangana,Karimnagar,369.13,1457.37,3948.09,0.0,0.0,1125.0,0.85,0.01,0.84,10.43,0.0,102.86,559.77,5441.84,9.79,7.67,0.0,0.0,0.04,0.0,0.65,12.77,1896.94,0.0,0.0,1.13,85.85
2017,Telangana,Karimnagar,353.68,1182.07,3342.24,0.0,0.0,1428.57,0.33,0.0,0.33,2.02,0.0,65.36,336.8,5152.81,5.2,3.67,0.0,0.0,0.03,0.0,0.57,3.78,1404.32,0.0,0.0,2.3,101.28
1966,Telangana,Adilabad,54.0,69.0,1277.78,3.0,1.0,333.33,148.6,65.7,82.9,0.0,0.0,18.0,14.0,777.78,4.0,3.6,0.0,0.13,1.5,1.6,0.0,0.0,0.0,10.83,152.64,0.9,8.0
1967,Telangana,Adilabad,55.0,59.0,1072.73,3.0,1.0,333.33,124.5,71.3,53.2,0.0,0.0,18.0,14.0,777.78,7.0,5.1,0.0,0.24,1.3,1.5,0.0,0.0,0.0,15.21,217.97,0.9,10.0
1968,Telangana,Adilabad,47.5,40.0,842.11,2.6,1.0,384.62,114.0,60.5,53.5,0.1,0.0,17.9,11.0,614.53,6.0,6.5,0.0,0.0,1.7,1.7,0.0,0.0,0.0,15.9,231.24,2.7,5.0
1969,Telangana,Adilabad,58.8,66.7,1134.35,3.6,1.2,333.33,117.1,63.1,54.0,0.1,0.0,18.9,17.1,904.76,9.6,5.0,0.0,0.18,1.9,1.3,0.0,0.0,0.0,17.98,249.0,2.4,6.7
1970,Telangana,Adilabad,59.7,55.7,933.0,3.0,1.8,600.0,98.2,66.5,31.7,0.1,0.0,19.9,22.2,1115.58,10.6,5.1,0.0,0.5,0.8,1.1,0.0,0.0,0.0,18.1,242.72,2.0,7.4
1971,Telangana,Adilabad,41.9,33.4,797.14,2.9,1.4,482.76,122.2,88.6,33.6,0.0,0.0,21.8,29.3,1344.04,7.4,6.0,0.0,0.54,0.9,1.1,0.0,0.0,0.0,15.94,197.74,2.3,9.5
1972,Telangana,Adilabad,50.7,38.8,765.29,2.4,0.8,333.33,111.1,47.6,63.5,0.0,0.0,23.5,19.0,808.51,5.7,9.4,0.0,0.1,1.2,1.0,0.0,0.0,0.0,17.4,210.02,1.1,7.8
1973,Telangana,Adilabad,64.9,93.8,1445.3,3.2,1.6,500.0,137.7,89.6,48.1,0.1,0.0,24.0,28.9,1204.17,14.4,4.2,0.0,0.2,2.3,1.7,0.0,0.0,0.0,22.8,256.32,1.2,9.8
1974,Telangana,Adilabad,64.9,55.4,853.62,3.2,1.9,593.75,171.8,90.1,81.7,0.1,0.0,24.0,27.5,1145.83,13.1,5.7,0.0,0.0,0.8,2.3,0.0,0.0,0.0,21.9,332.32,0.9,11.2
1975,Telangana,Adilabad,64.7,81.4,1258.11,4.6,2.0,434.78,88.9,47.6,41.3,0.1,0.0,24.7,32.1,1299.6,9.6,2.6,0.0,0.0,0.3,1.8,0.0,0.0,0.0,14.3,404.3,4.3,4.1
1976,Telangana,Adilabad,64.5,76.8,1190.7,3.7,1.5,405.41,131.7,67.6,64.1,0.0,0.0,24.1,20.3,842.32,2.7,0.4,0.0,0.0,0.3,1.0,0.0,0.0,0.0,4.4,168.2,6.6,4.2
1977,Telangana,Adilabad,65.7,74.1,1127.85,3.0,1.3,433.33,135.2,74.1,61.1,0.1,0.0,23.4,27.8,1188.03,4.5,1.8,0.0,0.0,0.4,0.9,0.0,0.0,0.0,7.6,239.37,16.6,8.9
1978,Telangana,Adilabad,68.6,93.3,1360.06,3.4,1.4,411.76,128.0,50.8,77.2,0.0,0.0,22.5,25.9,1151.11,2.4,1.9,0.0,0.0,0.7,1.3,0.0,0.0,0.0,6.3,158.97,9.2,8.9
1979,Telangana,Adilabad,63.0,85.0,1349.21,2.0,1.0,500.0,157.7,75.5,82.2,0.0,0.0,23.0,22.0,956.52,1.3,4.5,0.1,0.0,0.4,1.4,0.0,0.0,0.0,7.7,182.16,7.7,11.5
1980,Telangana,Adilabad,66.0,97.0,1469.7,2.7,2.0,740.74,90.1,40.2,49.9,0.1,0.0,23.0,36.0,1565.22,0.6,3.5,0.1,0.0,0.4,1.3,0.0,0.0,0.0,5.9,157.42,9.2,19.1
1981,Telangana,Adilabad,71.0,104.0,1464.79,2.0,1.0,500.0,110.8,44.7,66.1,0.1,0.0,24.0,30.0,1250.0,0.3,3.2,0.0,0.0,0.1,0.8,0.0,0.0,0.0,4.4,112.94,8.7,18.4
1982,Telangana,Adilabad,70.6,103.7,1468.84,2.4,1.7,708.33,113.4,48.9,64.5,0.2,0.0,23.0,29.9,1300.0,0.1,2.4,0.0,0.0,0.3,0.8,0.0,0.0,0.0,3.6,97.27,7.7,15.9
1983,Telangana,Adilabad,71.6,99.0,1382.68,2.0,1.2,600.0,81.7,27.8,53.9,0.2,0.0,22.0,23.6,1072.73,0.7,2.4,0.0,0.0,0.5,1.0,0.0,0.0,0.0,4.6,155.99,2.0,25.9
1984,Telangana,Adilabad,63.9,70.3,1100.16,2.3,1.4,608.7,132.2,65.5,66.7,0.1,0.0,22.3,18.0,807.17,0.3,1.4,0.0,0.0,0.5,0.5,0.0,0.0,0.0,2.7,85.36,3.3,12.0
1985,Telangana,Adilabad,70.2,84.3,1200.85,2.3,1.5,652.17,127.7,56.8,70.9,0.0,0.0,23.1,21.8,943.72,0.4,3.0,0.0,0.0,0.4,0.6,0.0,0.0,0.0,4.4,130.22,3.5,13.3
1986,Telangana,Adilabad,66.0,85.0,1287.88,3.0,1.0,333.33,104.8,57.8,47.0,0.0,0.0,24.0,21.0,875.0,2.0,2.2,0.5,0.0,0.3,0.5,0.0,0.0,0.0,5.5,145.7,2.9,6.0
1987,Telangana,Adilabad,60.0,57.0,950.0,2.7,0.3,111.11,100.7,43.8,56.9,0.0,0.0,24.0,19.0,791.67,1.0,1.6,0.0,0.0,0.1,0.3,0.0,0.0,0.0,3.0,80.17,7.1,10.0
1988,Telangana,Adilabad,65.9,83.5,1267.07,2.8,1.1,392.86,54.8,30.0,24.8,0.0,0.0,22.6,21.4,946.9,0.9,0.9,0.0,0.1,0.4,0.4,0.0,0.0,0.0,2.7,85.85,3.9,5.8
1989,Telangana,Adilabad,72.0,124.9,1734.72,3.1,2.7,870.97,110.98,62.03,48.96,0.0,0.0,21.8,23.41,1073.85,1.6,2.4,0.0,0.0,0.3,0.6,0.3,0.0,0.0,5.2,172.53,3.5,17.1
1990,Telangana,Adilabad,68.69,117.45,1709.86,2.44,3.41,1397.54,91.82,44.85,46.97,0.53,0.0,22.45,22.39,997.33,1.9,0.83,0.0,0.01,0.25,1.18,0.45,0.0,0.0,4.61,143.97,4.2,15.47
1991,Telangana,Adilabad,61.87,54.83,886.21,1.47,1.64,1115.65,77.38,25.63,51.75,0.01,0.0,22.71,35.57,1566.27,2.05,1.8,0.0,0.01,0.27,0.5,4.78,0.0,0.0,8.0,219.96,3.59,14.24
1992,Telangana,Adilabad,63.16,103.14,1633.0,2.85,2.69,943.86,159.38,98.26,61.12,0.05,0.0,24.75,44.57,1800.81,3.88,3.85,0.02,0.15,0.42,0.96,4.89,0.0,0.0,14.0,334.77,1.35,19.74
1993,Telangana,Adilabad,62.0,130.0,2096.77,3.0,2.0,666.67,190.0,108.0,82.0,0.0,0.0,25.0,47.0,1880.0,3.0,5.0,0.02,0.07,1.0,1.41,7.0,0.0,0.0,18.0,360.0,1.0,24.82
1994,Telangana,Adilabad,62.0,117.0,1887.1,4.0,2.0,500.0,136.0,69.0,67.0,0.0,0.0,27.0,57.0,2111.11,3.0,4.0,0.06,0.38,1.0,2.35,9.0,0.0,0.0,20.0,377.36,2.0,23.63
1995,Telangana,Adilabad,70.0,83.0,1185.71,4.0,3.0,750.0,131.0,49.0,82.0,0.0,0.0,28.0,64.0,2285.71,3.0,3.0,0.0,0.0,1.0,0.0,9.0,0.0,0.0,18.0,339.62,0.0,16.83
1996,Telangana,Adilabad,64.0,145.0,2265.63,3.0,1.0,333.33,124.0,68.0,56.0,0.0,0.0,28.0,80.0,2857.14,5.0,2.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,15.0,319.15,4.0,24.82
1997,Telangana,Adilabad,36.0,41.0,1138.89,3.0,2.0,666.67,65.0,32.0,33.0,0.0,0.0,29.0,77.0,2655.17,3.0,1.0,0.02,0.24,1.0,0.45,3.0,0.0,0.0,9.0,156.03,2.0,11.22
1998,Telangana,Adilabad,79.0,185.0,2341.77,3.0,2.0,666.67,101.0,60.0,41.0,3.0,0.0,29.0,77.0,2655.17,7.0,3.0,0.01,0.19,1.0,0.61,3.0,0.0,0.0,15.0,289.63,3.0,26.18
1999,Telangana,Adilabad,77.37,189.07,2443.71,3.96,2.66,671.72,97.45,62.17,35.28,0.38,0.0,30.52,84.03,2753.28,5.14,2.18,0.01,0.23,0.4,0.21,0.73,0.0,0.0,8.9,187.49,2.19,35.16
2000,Telangana,Adilabad,77.47,167.26,2159.03,3.68,1.85,502.72,119.48,75.75,43.73,0.31,0.0,30.5,95.53,3132.13,6.17,2.48,0.0,0.15,0.55,0.75,0.33,0.0,0.0,10.43,266.07,1.18,17.78
2001,Telangana,Adilabad,77.14,173.74,2252.27,3.72,3.33,895.16,125.36,62.16,63.2,0.29,0.0,27.71,109.3,3944.42,5.06,2.75,0.01,0.52,0.42,1.25,0.63,0.0,0.0,28.61,656.64,0.07,45.99
2002,Telangana,Adilabad,77.0,122.0,1584.42,3.0,4.0,1333.33,84.0,60.0,24.0,0.0,0.0,29.0,69.0,2379.31,3.0,3.0,0.0,0.21,1.0,0.9,0.0,0.0,0.0,7.0,120.77,0.0,29.24
2003,Telangana,Adilabad,80.92,200.75,2480.85,3.84,2.3,598.96,89.54,51.1,38.44,1.11,0.0,30.46,124.24,4078.79,4.65,2.48,0.01,0.22,0.64,1.07,0.84,0.0,0.0,113.75,1281.11,0.92,48.97
2004,Telangana,Adilabad,39.62,62.88,1587.08,2.9,0.84,289.66,69.28,42.48,26.8,0.39,0.0,26.52,74.48,2808.45,4.82,4.86,0.01,0.25,0.19,0.34,1.58,0.0,0.0,102.52,1239.96,0.95,40.21
2005,Telangana,Adilabad,78.75,200.78,2549.59,3.92,1.34,341.84,85.32,45.69,39.63,0.49,0.0,27.15,92.17,3394.84,6.17,2.6,0.0,0.23,0.3,1.14,4.81,149.93,1949.93,165.18,1613.56,1.47,45.75
2006,Telangana,Adilabad,73.76,177.87,2411.47,3.22,2.51,779.5,68.38,30.39,37.99,0.37,0.0,25.06,78.01,3112.93,7.41,2.92,0.0,0.21,0.12,0.59,8.51,131.21,1616.09,150.97,1384.92,6.12,61.32
2007,Telangana,Adilabad,52.15,123.72,2372.39,0.93,0.95,1021.51,77.4,53.69,23.7,0.65,0.0,23.85,75.62,3170.65,6.17,0.64,0.0,0.0,0.29,0.0,7.45,112.63,1924.97,127.19,1720.18,1.86,109.25
2008,Telangana,Adilabad,77.29,198.38,2566.7,7.18,8.35,1162.95,56.6,35.71,20.88,0.22,0.0,32.62,137.48,4214.59,7.5,1.42,0.0,0.0,0.11,0.63,6.47,118.55,1232.07,134.05,1145.63,0.34,104.76
2009,Telangana,Adilabad,48.12,98.5,2046.97,3.39,4.57,1348.08,70.74,51.15,19.59,0.4,0.0,17.9,68.47,3825.14,4.13,1.17,0.0,0.08,0.06,0.02,1.24,52.68,572.05,59.37,583.49,0.0,93.98
2010,Telangana,Adilabad,90.55,255.15,2817.78,4.05,5.2,1283.95,36.75,27.65,9.1,1.13,0.0,20.36,79.84,3921.41,3.72,1.14,0.0,0.08,0.09,0.02,1.32,84.85,1370.1,91.21,1301.88,0.07,112.12
2011,Telangana,Adilabad,76.17,199.33,2616.91,3.28,4.33,1320.12,42.27,32.24,10.03,0.33,0.0,18.05,52.4,2903.05,1.6,1.11,0.0,0.12,0.06,0.0,0.3,83.4,1414.04,86.61,1366.52,0.0,89.93
2012,Telangana,Adilabad,70.75,187.27,2646.93,3.59,4.05,1128.13,35.46,25.23,10.23,0.49,0.0,22.02,68.77,3123.07,2.89,1.0,0.04,0.09,0.11,0.02,0.62,84.63,1440.02,89.39,1392.8,0.02,122.96
2013,Telangana,Adilabad,90.69,248.91,2744.62,3.17,4.0,1261.83,21.66,13.67,7.99,0.19,0.0,22.82,86.06,3771.25,2.92,1.87,0.0,0.22,0.1,0.06,0.76,131.27,1155.95,137.2,1132.2,0.02,118.44
2014,Telangana,Adilabad,50.08,126.13,2518.57,3.0,3.56,1186.67,17.72,10.28,7.45,1.48,0.01,23.38,68.76,2940.98,1.88,2.15,1.22,0.03,0.06,0.0,0.49,87.59,827.02,93.41,826.13,0.03,103.15
2015,Telangana,Adilabad,57.5,151.6,2636.52,2.73,13.33,4882.78,18.44,11.44,7.0,1.54,0.0,21.41,73.4,3428.3,3.56,1.01,0.16,0.0,0.02,0.0,0.1,96.37,1000.0,0.0,0.0,0.08,150.96
2016,Telangana,Adilabad,95.89,298.74,3115.42,3.34,5.24,1570.74,17.82,7.39,10.43,0.0,0.01,30.63,187.16,6109.78,4.56,2.44,0.0,0.21,0.07,0.0,0.18,150.71,1355.0,0.0,0.0,0.13,135.11
2017,Telangana,Adilabad,93.67,249.88,2667.68,2.76,3.78,1370.16,14.79,4.34,10.45,1.2,0.0,30.18,225.94,7486.25,3.26,1.61,0.0,0.29,0.09,0.0,0.05,80.14,1373.8,0.0,0.0,0.03,182.74
1966,Karnataka,Bangalore,45.0,65.0,1444.44,0.0,0.0,0.0,1.0,1.0,0.0,0.0,153.0,0.0,0.0,0.0,10.1,1.6,0.1,0.01,2.5,0.0,0.0,0.0,0.0,19.23,1050.82,62.9,0.0
1967,Karnataka,Bangalore,36.0,21.0,583.33,0.0,0.0,0.0,2.0,2.0,0.0,0.0,172.0,3.0,4.0,1333.33,5.6,0.9,0.1,0.17,0.9,0.0,0.0,0.0,0.0,6.69,378.18,52.6,0.0
1968,Karnataka,Bangalore,35.3,43.0,1218.13,0.4,0.0,0.0,3.5,2.8,0.7,0.0,129.0,5.9,26.0,4406.78,6.0,0.8,0.3,0.0,1.8,0.0,0.0,0.0,0.0,9.62,590.18,29.5,0.0
1969,Karnataka,Bangalore,37.3,41.4,1109.92,0.8,1.4,1750.0,2.2,0.0,2.2,0.1,155.7,5.2,21.7,4173.08,10.1,1.3,0.3,0.0,1.5,0.0,0.0,0.0,0.0,12.69,773.31,25.6,0.0
1970,Karnataka,Bangalore,43.5,63.7,1464.37,0.1,0.2,2000.0,5.1,5.1,0.0,0.0,175.6,12.1,45.5,3760.33,7.6,1.2,0.2,0.0,1.4,0.0,0.0,0.0,0.0,10.45,518.35,32.4,0.0
1971,Karnataka,Bangalore,36.8,68.5,1861.41,0.6,1.6,2666.67,0.4,0.4,0.0,0.0,191.2,14.2,53.2,3746.48,13.2,1.0,0.2,0.0,2.3,0.0,0.0,0.0,0.0,18.2,736.25,33.2,0.0
1972,Karnataka,Bangalore,37.3,76.7,2056.3,0.1,0.1,1000.0,0.7,0.5,0.2,0.0,177.0,7.1,28.2,3971.83,13.1,1.1,0.4,0.0,1.4,0.0,0.0,0.0,0.0,16.04,633.24,37.9,0.0
1973,Karnataka,Bangalore,37.8,78.4,2074.07,0.4,0.9,2250.0,2.3,0.4,1.9,0.0,149.1,8.9,28.0,3146.07,16.1,0.5,0.3,0.0,1.2,0.0,0.0,0.0,0.0,17.57,639.61,40.9,0.0
1974,Karnataka,Bangalore,36.1,61.8,1711.91,0.5,1.1,2200.0,1.5,1.5,0.0,0.0,166.9,9.3,30.5,3279.57,19.1,0.1,0.3,0.0,1.5,0.0,0.0,0.0,0.0,22.15,734.42,30.4,0.0
1975,Karnataka,Bangalore,37.3,66.8,1790.88,0.6,0.7,1166.67,1.0,1.0,0.0,0.0,196.7,19.1,63.7,3335.08,15.0,0.8,0.4,0.0,1.6,0.0,0.0,0.0,0.0,18.33,651.62,30.2,0.0
1976,Karnataka,Bangalore,22.3,23.2,1040.36,0.5,0.8,1600.0,0.3,0.1,0.2,0.0,187.2,12.0,39.3,3275.0,9.5,0.1,0.3,0.0,0.8,0.0,0.0,0.0,0.0,11.7,463.0,29.8,0.0
1977,Karnataka,Bangalore,38.3,94.0,2454.31,0.6,0.7,1166.67,0.3,0.3,0.0,0.0,368.1,18.8,61.6,3276.6,17.8,1.3,0.4,0.0,3.2,0.0,0.0,0.0,0.0,23.89,797.93,33.0,0.0
1978,Karnataka,Bangalore,34.5,71.4,2069.57,0.4,0.6,1500.0,0.4,0.4,0.0,0.0,347.7,18.4,58.5,3179.35,20.3,2.2,0.4,0.0,3.2,0.0,0.0,0.0,0.0,28.65,769.13,34.3,0.0
1979,Karnataka,Bangalore,28.1,54.5,1939.5,0.4,0.6,1500.0,0.1,0.1,0.0,0.0,331.5,11.0,39.9,3627.27,22.3,1.8,0.5,0.0,2.7,0.0,0.0,0.0,0.0,24.73,783.09,29.6,0.0
1980,Karnataka,Bangalore,28.7,61.6,2146.34,0.3,0.4,1333.33,0.0,0.0,0.0,0.0,201.0,11.0,20.4,1854.55,14.3,2.1,0.4,0.0,2.4,0.0,0.1,0.0,0.0,14.85,628.44,38.1,0.0
1981,Karnataka,Bangalore,31.8,61.3,1927.67,0.3,0.5,1666.67,0.0,0.0,0.0,0.0,291.9,9.0,37.1,4122.22,10.7,1.6,0.5,0.0,3.1,0.0,0.1,0.0,0.0,18.13,709.03,36.4,0.0
1982,Karnataka,Bangalore,26.1,61.3,2348.66,0.3,0.4,1333.33,0.8,0.3,0.5,0.0,231.1,10.0,28.5,2850.0,18.3,1.3,0.3,0.0,3.1,0.0,0.2,0.0,0.0,13.57,586.94,32.4,0.0
1983,Karnataka,Bangalore,35.4,82.6,2333.33,0.2,0.3,1500.0,0.3,0.3,0.0,0.0,325.6,11.0,40.2,3654.55,25.2,1.3,0.6,0.0,2.7,0.0,0.2,0.0,0.0,34.07,1107.25,37.4,0.0
1984,Karnataka,Bangalore,23.9,36.2,1514.64,0.3,0.4,1333.33,0.1,0.1,0.0,0.0,185.8,9.0,26.3,2922.22,21.3,0.4,0.5,0.0,3.1,0.0,0.3,0.0,0.0,28.1,846.9,28.1,0.0
1985,Karnataka,Bangalore,14.7,10.0,680.27,0.2,0.2,1000.0,0.0,0.0,0.0,0.0,240.2,8.6,27.2,3162.79,19.4,0.7,0.5,0.0,2.4,0.0,0.1,0.0,0.0,25.26,827.65,19.5,0.0
1986,Karnataka,Bangalore,21.0,48.0,2285.71,0.2,0.2,1000.0,0.0,0.0,0.0,0.0,322.0,7.0,17.0,2428.57,18.0,1.0,0.1,0.0,2.7,0.0,0.4,0.0,0.0,35.71,1042.63,19.3,0.0
1987,Karnataka,Bangalore,26.0,63.0,2423.08,0.1,0.1,1000.0,0.0,0.0,0.0,0.0,242.0,7.3,22.1,3027.4,20.0,0.1,0.2,0.0,3.1,0.0,0.1,0.0,0.0,22.83,851.55,11.7,0.0
1988,Karnataka,Bangalore,35.8,77.5,2164.8,0.1,0.1,1000.0,0.0,0.0,0.0,0.0,211.6,8.2,19.0,2317.07,20.5,2.3,0.5,0.0,2.6,0.0,0.1,0.0,0.0,27.57,732.66,12.1,0.0
1989,Karnataka,Bangalore,27.4,62.3,2273.72,0.1,0.1,1000.0,0.0,0.0,0.0,0.0,282.7,6.6,17.1,2590.91,29.9,2.0,0.6,0.0,2.8,0.0,0.1,0.0,0.0,35.4,1135.71,15.1,0.0
1990,Karnataka,Bangalore,21.4,39.32,1837.38,0.03,0.03,1000.0,0.0,0.0,0.0,0.0,202.66,5.63,10.03,1781.53,15.05,0.55,0.57,0.0,2.63,0.0,0.03,0.0,0.0,19.76,697.74,16.89,0.0
1991,Karnataka,Bangalore,38.33,92.99,2426.04,0.02,0.03,1500.0,0.0,0.0,0.0,0.0,309.35,7.46,22.42,3005.36,30.52,2.82,0.67,0.0,3.85,0.0,0.22,0.0,0.0,38.98,990.09,19.98,0.0
1992,Karnataka,Bangalore,27.52,65.92,2395.35,0.01,0.01,1000.0,0.0,0.0,0.0,0.0,351.2,6.7,19.85,2962.69,47.1,0.46,0.73,0.0,3.53,0.0,0.81,0.0,0.0,53.64,1079.06,9.72,0.0
1993,Karnataka,Bangalore,29.08,75.05,2580.81,0.01,0.01,1000.0,0.0,0.0,0.0,0.0,368.07,6.94,20.49,2952.45,27.38,0.25,0.78,0.0,2.75,0.0,0.23,0.02,1000.0,32.27,824.69,14.5,0.0
1994,Karnataka,Bangalore,14.47,32.22,2226.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312.44,7.31,16.53,2261.29,29.38,0.96,0.63,0.0,1.89,0.0,0.56,0.0,0.0,34.1,905.71,18.45,0.0
1995,Karnataka,Bangalore,18.22,44.78,2457.74,0.0,0.01,0.0,0.0,0.0,0.0,0.0,399.22,7.28,25.5,3502.75,25.71,0.46,0.58,0.0,2.23,0.0,0.34,0.04,571.43,30.31,851.88,20.64,0.0
1996,Karnataka,Bangalore,23.38,61.5,2630.45,0.01,0.02,2000.0,0.0,0.0,0.0,0.0,284.83,7.0,23.53,3361.43,21.37,0.73,0.42,0.0,3.27,0.0,0.28,0.06,750.0,26.87,901.38,14.92,0.0
1997,Karnataka,Bangalore,20.55,53.6,2608.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,314.76,6.76,18.07,2673.08,20.61,0.77,0.5,0.0,3.67,0.0,0.13,0.02,666.67,26.36,869.39,14.91,0.0
1998,Karnataka,Bangalore,28.22,82.17,2911.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350.76,6.79,20.37,3000.0,26.66,0.56,0.65,0.0,4.14,0.0,0.12,0.05,1000.0,32.99,907.82,11.13,0.0
1999,Karnataka,Bangalore,27.21,73.86,2714.44,0.0,0.01,0.0,0.0,0.0,0.0,0.0,433.61,7.05,20.21,2866.67,15.34,1.58,0.73,0.0,3.82,0.0,0.16,0.02,1000.0,0.0,0.0,15.6,0.0
2000,Karnataka,Bangalore,29.4,76.0,2585.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,416.0,6.8,22.0,3235.29,18.0,1.0,1.0,0.0,7.0,0.0,0.0,0.02,2000.0,28.0,864.2,16.5,0.0
2001,Karnataka,Bangalore,19.66,47.12,2396.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,396.67,7.04,27.42,3894.89,14.26,1.01,0.82,0.0,5.31,0.0,0.08,0.0,0.0,22.27,908.24,13.38,0.0
2002,Karnataka,Bangalore,9.05,20.32,2245.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.31,5.5,17.41,3165.45,10.37,0.05,0.45,0.0,4.64,0.0,0.03,0.0,0.0,16.0,987.05,18.82,0.0
2003,Karnataka,Bangalore,9.22,23.32,2529.28,0.0,0.0,0.0,0.27,0.27,0.0,0.0,328.74,7.85,34.72,4422.93,10.2,0.2,0.73,0.0,7.17,0.0,0.32,0.0,0.0,19.18,990.19,4.0,0.0
2004,Karnataka,Bangalore,12.87,39.16,3042.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,459.98,8.58,27.34,3186.48,23.25,0.87,0.67,0.0,3.04,0.0,0.47,0.0,0.0,28.84,1110.51,15.39,0.0
2005,Karnataka,Bangalore,15.36,38.45,2503.26,0.0,0.0,0.0,0.0,0.0,0.0,0.02,376.98,10.28,43.63,4244.16,11.08,2.79,0.7,0.0,7.93,0.0,0.39,0.0,0.0,23.53,904.65,2.92,0.0
2006,Karnataka,Bangalore,9.93,20.77,2091.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.15,7.98,27.73,3474.94,4.18,0.66,0.51,0.0,3.19,0.0,0.14,0.0,0.0,9.11,618.89,17.16,0.0
2007,Karnataka,Bangalore,10.22,29.47,2883.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,346.11,11.19,55.05,4919.57,6.54,0.17,0.69,0.0,3.93,0.0,0.2,0.0,0.0,12.38,730.38,1.57,0.0
2008,Karnataka,Bangalore,10.96,33.59,3064.78,0.02,0.03,1500.0,0.0,0.0,0.0,0.0,301.26,13.26,57.88,4365.01,4.73,0.85,0.82,0.0,4.13,0.0,0.35,0.0,0.0,11.66,645.63,9.43,0.0
2009,Karnataka,Bangalore,12.02,37.23,3097.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,286.05,13.59,59.83,4402.5,5.83,1.39,0.69,0.0,2.41,0.0,0.17,0.0,0.0,11.99,600.7,8.77,0.0
2010,Karnataka,Bangalore,12.06,32.09,2660.86,0.01,0.01,1000.0,0.23,0.0,0.23,0.0,366.12,12.71,64.23,5053.5,5.1,1.86,0.66,0.0,3.05,0.0,0.06,0.0,0.0,11.0,637.68,9.94,0.0
